,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 통계표ID :,DT_1C51,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 통계표명 :,경제활동별 지역내총생산,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 수록기간 :, ( 년 : 1985 ~ 2009 ),,,,,,,,,,,,,,,,,,,,,,,,,,,
* 조회기간 :,   [년] 2000 ~ 2008         ,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 출처 :,통계청 경제통계국 지역소득통계팀,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 자료다운일자 :,2011/06/24 09:20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 단위 :,백만원,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시도별,경제활동별,2000 ,,,2001 ,,,2002 ,,,2003 ,,,2004 ,,,2005 ,,,2006 ,,,2007 ,,,2008 ,,
,,당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100),당해년가격,2005년 기준년가격,연쇄지수(2005=100)
,운수업,"722,386 ","769,227 ",-,"680,323 ","720,743 ",-,"880,695 ","909,179 ",-,"840,359 ","844,295 ",-,"868,612 ","861,563 ",-,"844,180 ","844,180 ",-,"856,376 ","858,806 ",-,"985,085 ","956,104 ",-,"1,021,451 ","1,020,144 ",-
,숙박및음식점업,"421,066 ","451,076 ",-,"386,505 ","411,296 ",-,"435,863 ","456,888 ",-,"397,864 ","403,830 ",-,"425,107 ","433,813 ",-,"451,454 ","451,454 ",-,"485,331 ","469,543 ",-,"514,386 ","483,877 ",-,"554,514 ","499,599 ",-
,정보및통신업,"335,023 ","286,188 ",-,"484,886 ","399,479 ",-,"529,952 ","463,209 ",-,"577,410 ","522,406 ",-,"560,949 ","554,649 ",-,"552,048 ","552,048 ",-,"550,843 ","558,590 ",-,"543,737 ","576,135 ",-,"502,594 ","564,944 ",-
,금융및보험업,"812,545 ","991,678 ",-,"940,373 ","1,023,076 ",-,"1,237,810 ","1,295,302 ",-,"1,269,909 ","1,304,122 ",-,"1,189,530 ","1,257,910 ",-,"1,225,551 ","1,225,551 ",-,"1,216,296 ","1,242,447 ",-,"1,290,683 ","1,344,435 ",-,"1,349,359 ","1,360,360 ",-
,부동산업및임대업,"1,290,861 ","1,327,446 ",-,"1,290,727 ","1,346,219 ",-,"1,313,424 ","1,361,773 ",-,"1,355,529 ","1,395,350 ",-,"1,359,574 ","1,382,545 ",-,"1,394,416 ","1,394,416 ",-,"1,454,440 ","1,438,442 ",-,"1,522,412 ","1,453,158 ",-,"1,573,663 ","1,497,515 ",-
,사업서비스업,"294,558 ","395,111 ",-,"397,917 ","501,741 ",-,"364,328 ","443,302 ",-,"402,802 ","454,049 ",-,"438,606 ","469,729 ",-,"461,703 ","461,703 ",-,"486,863 ","466,410 ",-,"558,623 ","513,124 ",-,"606,946 ","525,184 ",-
,"공공행정,국방및사회보장행정","1,482,948 ","1,970,257 ",-,"1,632,420 ","2,018,585 ",-,"1,815,134 ","2,081,064 ",-,"2,012,518 ","2,197,334 ",-,"2,182,717 ","2,257,998 ",-,"2,395,656 ","2,395,656 ",-,"2,562,884 ","2,491,696 ",-,"2,717,367 ","2,554,382 ",-,"2,912,459 ","2,630,478 ",-
,교육서비스업,"1,359,118 ","1,812,545 ",-,"1,536,930 ","1,914,121 ",-,"1,734,699 ","2,044,872 ",-,"1,941,783 ","2,155,357 ",-,"2,080,637 ","2,183,362 ",-,"2,130,724 ","2,130,724 ",-,"2,249,245 ","2,171,315 ",-,"2,419,207 ","2,225,230 ",-,"2,576,669 ","2,268,114 ",-
,보건업및사회복지서비스업,"496,164 ","779,588 ",-,"640,335 ","711,280 ",-,"653,112 ","738,360 ",-,"747,469 ","813,796 ",-,"788,592 ","824,636 ",-,"899,823 ","899,823 ",-,"996,202 ","926,345 ",-,"1,135,224 ","1,017,241 ",-,"1,257,456 ","1,090,982 ",-
,"예술,스포츠및여가관련서비스업","102,733 ","119,064 ",-,"116,247 ","133,093 ",-,"146,879 ","167,849 ",-,"164,436 ","181,237 ",-,"179,437 ","186,729 ",-,"193,675 ","193,675 ",-,"212,556 ","211,558 ",-,"238,323 ","228,702 ",-,"263,488 ","247,436 ",-
,기타서비스업,"409,589 ","476,609 ",-,"427,405 ","484,196 ",-,"416,453 ","465,169 ",-,"467,305 ","500,146 ",-,"524,392 ","536,450 ",-,"556,160 ","556,160 ",-,"600,656 ","588,598 ",-,"653,532 ","624,297 ",-,"693,666 ","634,393 ",-
전라남도,지역내총생산(시장가격),"27,829,433 ","37,253,970 ",84.6 ,"29,379,608 ","38,289,451 ",87.4 ,"33,603,452 ","41,614,341 ",94.4 ,"36,000,559 ","41,624,451 ",96.5 ,"39,705,746 ","42,150,100 ",98.1 ,"42,815,749 ","42,815,749 ",100.0 ,"42,181,504 ","43,556,629 ",101.7 ,"47,021,497 ","46,466,347 ",108.3 ,"52,387,280 ","47,303,190 ",111.5 
,순생산물세,"4,620,010 ","5,928,984 ",-,"4,774,585 ","5,962,026 ",-,"6,226,130 ","8,679,882 ",-,"6,342,126 ","7,694,692 ",-,"6,734,888 ","7,065,819 ",-,"6,785,055 ","6,785,055 ",-,"6,270,857 ","6,277,429 ",-,"7,571,451 ","7,321,290 ",-,"8,145,883 ","6,644,276 ",-
,총부가가치(기초가격),"23,209,423 ","31,324,986 ",-,"24,605,023 ","32,327,425 ",-,"27,377,322 ","32,934,459 ",-,"29,658,433 ","33,929,759 ",-,"32,970,858 ","35,084,281 ",-,"36,030,694 ","36,030,694 ",-,"35,910,647 ","37,279,200 ",-,"39,450,046 ","39,145,057 ",-,"44,241,397 ","40,658,914 ",-
,농림어업,"4,134,820 ","3,887,476 ",-,"4,252,793 ","3,908,236 ",-,"3,850,802 ","3,580,662 ",-,"4,143,081 ","3,691,819 ",-,"4,423,212 ","4,009,527 ",-,"3,920,303 ","3,920,303 ",-,"3,782,329 ","3,960,945 ",-,"3,646,602 ","4,004,255 ",-,"3,355,578 ","4,174,327 ",-
,광업,"228,028 ","259,723 ",-,"242,085 ","239,395 ",-,"190,020 ","230,909 ",-,"164,976 ","178,810 ",-,"186,887 ","185,770 ",-,"217,577 ","217,577 ",-,"212,717 ","217,665 ",-,"191,805 ","185,784 ",-,"223,686 ","199,649 ",-
,제조업,"5,928,337 ","11,602,026 ",-,"5,963,431 ","12,019,652 ",-,"7,718,436 ","11,986,422 ",-,"8,525,438 ","12,418,778 ",-,"10,742,827 ","12,931,554 ",-,"12,824,557 ","12,824,557 ",-,"11,919,571 ","13,286,668 ",-,"13,717,391 ","13,902,538 ",-,"17,713,783 ","14,635,948 ",-
,　기초소재형,"5,013,365 ","9,845,581 ",-,"4,898,440 ","10,117,744 ",-,"6,441,425 ","10,252,833 ",-,"7,195,252 ","10,708,548 ",-,"9,288,479 ","11,120,916 ",-,"11,073,570 ","11,073,570 ",-,"9,856,004 ","11,229,125 ",-,"11,038,794 ","11,653,359 ",-,"14,703,092 ","11,894,957 ",-
,　가공조립형,"529,174 ","973,807 ",-,"804,602 ","1,147,959 ",-,"885,046 ","1,002,998 ",-,"918,111 ","1,004,917 ",-,"981,383 ","1,160,128 ",-,"1,176,841 ","1,176,841 ",-,"1,482,761 ","1,502,725 ",-,"2,063,946 ","1,689,803 ",-,"2,342,664 ","2,185,463 ",-
,　생활관련형,"385,798 ","782,638 ",-,"260,389 ","753,949 ",-,"391,965 ","730,591 ",-,"412,075 ","705,313 ",-,"472,965 ","650,510 ",-,"574,146 ","574,146 ",-,"580,806 ","554,818 ",-,"614,651 ","559,376 ",-,"668,027 ","555,528 ",-
,"전기,가스,증기및수도사업","798,441 ","789,019 ",-,"1,036,069 ","975,372 ",-,"1,365,844 ","1,238,454 ",-,"1,655,558 ","1,496,387 ",-,"1,571,520 ","1,550,258 ",-,"1,835,041 ","1,835,041 ",-,"1,673,564 ","1,671,681 ",-,"1,674,454 ","1,676,418 ",-,"1,632,398 ","2,011,414 ",-
,건설업,"1,830,170 ","2,307,700 ",-,"2,173,506 ","2,670,498 ",-,"2,456,902 ","2,801,222 ",-,"2,733,620 ","2,888,594 ",-,"2,989,770 ","3,045,197 ",-,"3,193,598 ","3,193,598 ",-,"3,315,963 ","3,263,358 ",-,"3,956,550 ","3,758,717 ",-,"3,845,754 ","3,593,087 ",-
,도매및소매업,"1,157,578 ","1,365,911 ",-,"1,206,193 ","1,373,147 ",-,"1,259,134 ","1,420,535 ",-,"1,304,936 ","1,395,211 ",-,"1,382,719 ","1,402,699 ",-,"1,476,880 ","1,476,880 ",-,"1,529,782 ","1,505,121 ",-,"1,610,272 ","1,567,659 ",-,"1,736,179 ","1,582,711 ",-
,운수업,"1,429,923 ","1,602,348 ",-,"1,373,944 ","1,546,307 ",-,"1,267,647 ","1,442,192 ",-,"1,375,165 ","1,431,566 ",-,"1,575,697 ","1,496,654 ",-,"1,674,685 ","1,674,685 ",-,"1,741,730 ","1,879,812 ",-,"1,989,633 ","2,014,309 ",-,"2,360,991 ","2,169,542 ",-
,숙박및음식점업,"552,961 ","645,224 ",-,"466,113 ","523,372 ",-,"617,644 ","647,874 ",-,"514,808 ","535,947 ",-,"469,957 ","477,371 ",-,"506,554 ","506,554 ",-,"540,236 ","522,221 ",-,"583,635 ","548,841 ",-,"603,493 ","543,722 ",-
,정보및통신업,"418,174 ","332,801 ",-,"482,352 ","393,010 ",-,"528,543 ","458,471 ",-,"555,237 ","501,127 ",-,"560,418 ","553,435 ",-,"562,496 ","562,496 ",-,"538,538 ","547,145 ",-,"529,368 ","566,080 ",-,"475,610 ","539,971 ",-
,금융및보험업,"759,361 ","928,129 ",-,"903,930 ","968,946 ",-,"1,211,389 ","1,242,402 ",-,"1,275,019 ","1,295,595 ",-,"1,135,709 ","1,193,777 ",-,"1,198,260 ","1,198,260 ",-,"1,162,827 ","1,188,259 ",-,"1,246,821 ","1,293,605 ",-,"1,331,208 ","1,344,118 ",-
,부동산업및임대업,"1,396,336 ","1,464,073 ",-,"1,389,422 ","1,467,972 ",-,"1,419,752 ","1,485,995 ",-,"1,454,920 ","1,493,435 ",-,"1,464,452 ","1,478,363 ",-,"1,556,280 ","1,556,280 ",-,"1,646,311 ","1,628,105 ",-,"1,798,997 ","1,705,085 ",-,"1,831,587 ","1,695,582 ",-
,사업서비스업,"385,722 ","549,373 ",-,"379,007 ","506,359 ",-,"364,878 ","467,529 ",-,"415,620 ","486,606 ",-,"421,096 ","456,956 ",-,"451,103 ","451,103 ",-,"496,924 ","473,888 ",-,"584,435 ","532,945 ",-,"641,239 ","544,592 ",-
,"공공행정,국방및사회보장행정","1,803,324 ","2,372,317 ",-,"2,008,840 ","2,463,461 ",-,"2,181,669 ","2,485,076 ",-,"2,388,142 ","2,601,046 ",-,"2,586,868 ","2,675,737 ",-,"2,855,978 ","2,855,978 ",-,"3,242,383 ","3,153,641 ",-,"3,448,507 ","3,242,992 ",-,"3,701,783 ","3,346,022 ",-
,교육서비스업,"1,259,598 ","1,700,394 ",-,"1,414,932 ","1,771,230 ",-,"1,555,804 ","1,848,129 ",-,"1,745,334 ","1,957,939 ",-,"1,889,217 ","1,996,477 ",-,"1,973,643 ","1,973,643 ",-,"2,118,651 ","2,044,012 ",-,"2,238,939 ","2,058,661 ",-,"2,346,746 ","2,070,481 ",-
,보건업및사회복지서비스업,"538,704 ","833,797 ",-,"701,595 ","780,557 ",-,"709,540 ","801,614 ",-,"696,597 ","757,938 ",-,"789,933 ","825,325 ",-,"927,456 ","927,456 ",-,"1,064,949 ","1,029,901 ",-,"1,226,301 ","1,126,474 ",-,"1,361,668 ","1,214,096 ",-
,"예술,스포츠및여가관련서비스업","116,206 ","138,932 ",-,"148,576 ","185,387 ",-,"185,090 ","233,094 ",-,"185,411 ","217,925 ",-,"206,773 ","217,669 ",-,"206,520 ","206,520 ",-,"240,031 ","237,298 ",-,"277,316 ","261,069 ",-,"322,606 ","295,205 ",-
,기타서비스업,"471,740 ","545,743 ",-,"462,235 ","534,524 ",-,"494,228 ","563,879 ",-,"524,571 ","581,036 ",-,"573,803 ","587,512 ",-,"649,763 ","649,763 ",-,"684,141 ","669,480 ",-,"729,020 ","699,625 ",-,"757,088 ","698,447 ",-
경상북도,지역내총생산(시장가격),"40,377,322 ","45,332,788 ",67.6 ,"42,416,754 ","48,062,327 ",72.6 ,"46,250,178 ","51,686,319 ",79.7 ,"51,517,974 ","55,467,369 ",86.4 ,"58,733,537 ","59,183,610 ",92.9 ,"61,757,211 ","61,757,211 ",100.0 ,"62,642,840 ","62,566,153 ",101.3 ,"63,969,332 ","67,990,258 ",110.3 ,"67,711,991 ","68,527,419 ",111.1 
,순생산물세,"2,837,973 ","2,724,412 ",-,"3,086,545 ","2,844,407 ",-,"3,571,675 ","3,381,384 ",-,"4,120,628 ","3,888,067 ",-,"4,396,547 ","4,083,607 ",-,"4,118,910 ","4,118,910 ",-,"4,267,348 ","4,206,208 ",-,"4,436,420 ","4,528,747 ",-,"4,377,696 ","4,324,071 ",-
,총부가가치(기초가격),"37,539,349 ","42,608,376 ",-,"39,330,209 ","45,217,920 ",-,"42,678,503 ","48,304,935 ",-,"47,397,346 ","51,579,302 ",-,"54,336,990 ","55,100,003 ",-,"57,638,301 ","57,638,301 ",-,"58,375,492 ","58,359,945 ",-,"59,532,912 ","63,461,511 ",-,"63,334,295 ","64,203,348 ",-
,농림어업,"3,533,613 ","3,583,641 ",-,"3,431,332 ","3,437,943 ",-,"3,733,058 ","3,659,636 ",-,"3,242,987 ","3,305,244 ",-,"3,975,042 ","3,742,755 ",-,"3,795,952 ","3,795,952 ",-,"3,838,833 ","3,754,693 ",-,"3,833,005 ","3,953,231 ",-,"3,729,650 ","4,198,984 ",-
,광업,"138,122 ","133,542 ",-,"135,654 ","130,992 ",-,"170,032 ","124,622 ",-,"94,018 ","143,109 ",-,"159,737 ","139,153 ",-,"188,825 ","188,825 ",-,"182,316 ","196,482 ",-,"184,868 ","192,840 ",-,"188,776 ","176,617 ",-
,제조업,"16,215,361 ","18,134,207 ",-,"16,127,643 ","19,803,762 ",-,"17,816,171 ","21,962,370 ",-,"20,956,899 ","24,106,662 ",-,"26,412,307 ","26,961,938 ",-,"28,795,692 ","28,795,692 ",-,"28,180,403 ","28,623,452 ",-,"27,892,894 ","32,760,130 ",-,"31,338,576 ","33,028,941 ",-
,　기초소재형,"7,645,902 ","10,185,746 ",-,"7,645,217 ","10,606,357 ",-,"8,098,588 ","11,500,396 ",-,"8,836,647 ","12,097,024 ",-,"10,544,499 ","12,767,548 ",-,"11,531,084 ","11,531,084 ",-,"10,580,898 ","11,352,128 ",-,"11,088,072 ","11,729,356 ",-,"13,685,361 ","11,587,438 ",-
,　가공조립형,"7,975,141 ","6,179,100 ",-,"7,876,583 ","7,186,618 ",-,"9,004,886 ","8,918,158 ",-,"11,061,435 ","10,529,291 ",-,"14,489,155 ","12,586,274 ",-,"16,076,039 ","16,076,039 ",-,"16,361,580 ","16,028,204 ",-,"15,490,959 ","19,655,876 ",-,"16,143,712 ","19,859,744 ",-
,　생활관련형,"594,318 ","1,769,361 ",-,"605,843 ","2,010,787 ",-,"712,697 ","1,543,816 ",-,"1,058,817 ","1,480,347 ",-,"1,378,653 ","1,608,116 ",-,"1,188,569 ","1,188,569 ",-,"1,237,925 ","1,243,120 ",-,"1,313,863 ","1,374,898 ",-,"1,509,503 ","1,581,759 ",-
,"전기,가스,증기및수도사업","1,486,270 ","1,460,248 ",-,"2,056,268 ","1,892,989 ",-,"2,244,980 ","2,036,636 ",-,"2,221,858 ","2,001,073 ",-,"2,318,414 ","2,243,211 ",-,"2,507,415 ","2,507,415 ",-,"2,594,179 ","2,562,797 ",-,"2,625,675 ","2,560,869 ",-,"2,023,612 ","2,555,110 ",-
,건설업,"2,407,298 ","3,040,371 ",-,"2,881,314 ","3,533,576 ",-,"3,169,772 ","3,625,212 ",-,"3,967,426 ","4,195,979 ",-,"4,005,074 ","4,080,009 ",-,"3,827,581 ","3,827,581 ",-,"4,084,786 ","4,022,219 ",-,"4,201,822 ","4,008,987 ",-,"4,128,379 ","3,864,851 ",-
,도매및소매업,"1,475,056 ","1,747,701 ",-,"1,673,112 ","1,897,040 ",-,"1,821,402 ","2,046,209 ",-,"1,944,917 ","2,067,635 ",-,"1,974,502 ","2,005,741 ",-,"2,104,796 ","2,104,796 ",-,"2,187,578 ","2,163,954 ",-,"2,234,251 ","2,184,973 ",-,"2,473,944 ","2,204,554 ",-
,운수업,"1,248,183 ","1,311,221 ",-,"1,196,042 ","1,267,329 ",-,"1,171,621 ","1,215,429 ",-,"1,388,889 ","1,409,820 ",-,"1,420,107 ","1,400,254 ",-,"1,493,623 ","1,493,623 ",-,"1,551,399 ","1,567,038 ",-,"1,758,856 ","1,734,083 ",-,"1,832,900 ","1,818,367 ",-
,숙박및음식점업,"646,256 ","671,464 ",-,"726,500 ","765,529 ",-,"618,794 ","664,534 ",-,"718,820 ","738,642 ",-,"744,444 ","758,764 ",-,"771,131 ","771,131 ",-,"821,066 ","794,240 ",-,"880,081 ","828,081 ",-,"907,926 ","852,282 ",-
,정보및통신업,"714,150 ","669,424 ",-,"903,879 ","812,456 ",-,"1,033,613 ","943,941 ",-,"1,090,171 ","1,013,861 ",-,"1,013,676 ","1,012,049 ",-,"1,033,464 ","1,033,464 ",-,"1,067,409 ","1,079,409 ",-,"1,068,049 ","1,109,787 ",-,"932,036 ","1,019,885 ",-
,금융및보험업,"950,487 ","1,171,118 ",-,"1,123,505 ","1,195,578 ",-,"1,491,708 ","1,526,076 ",-,"1,584,475 ","1,593,652 ",-,"1,485,672 ","1,548,798 ",-,"1,559,368 ","1,559,368 ",-,"1,545,789 ","1,587,719 ",-,"1,664,025 ","1,757,420 ",-,"1,794,045 ","1,812,725 ",-
,부동산업및임대업,"2,079,487 ","2,080,619 ",-,"2,080,368 ","2,133,434 ",-,"2,142,345 ","2,189,306 ",-,"2,196,273 ","2,229,133 ",-,"2,215,372 ","2,233,583 ",-,"2,288,573 ","2,288,573 ",-,"2,389,872 ","2,371,564 ",-,"2,511,638 ","2,404,610 ",-,"2,569,979 ","2,456,236 ",-
,사업서비스업,"530,197 ","709,517 ",-,"416,934 ","528,028 ",-,"392,905 ","478,760 ",-,"562,160 ","626,010 ",-,"609,258 ","636,861 ",-,"655,807 ","655,807 ",-,"696,430 ","664,857 ",-,"764,220 ","696,420 ",-,"799,325 ","674,462 ",-
,"공공행정,국방및사회보장행정","2,274,058 ","2,966,633 ",-,"2,484,557 ","3,025,586 ",-,"2,647,362 ","2,997,695 ",-,"2,884,826 ","3,138,709 ",-,"3,085,603 ","3,192,825 ",-,"3,350,783 ","3,350,783 ",-,"3,595,704 ","3,494,931 ",-,"3,821,088 ","3,591,184 ",-,"4,099,163 ","3,694,371 ",-
,교육서비스업,"1,763,100 ","2,315,824 ",-,"1,977,529 ","2,436,444 ",-,"2,186,992 ","2,560,542 ",-,"2,418,017 ","2,698,686 ",-,"2,605,379 ","2,753,891 ",-,"2,790,398 ","2,790,398 ",-,"2,978,618 ","2,869,213 ",-,"3,177,758 ","2,915,351 ",-,"3,392,400 ","2,970,705 ",-
,보건업및사회복지서비스업,"586,648 ","910,621 ",-,"708,602 ","788,689 ",-,"703,594 ","794,771 ",-,"796,913 ","868,687 ",-,"878,651 ","920,005 ",-,"1,009,352 ","1,009,352 ",-,"1,119,832 ","1,078,541 ",-,"1,265,912 ","1,166,755 ",-,"1,363,680 ","1,209,607 ",-
,"예술,스포츠및여가관련서비스업","158,600 ","196,731 ",-,"205,092 ","247,907 ",-,"245,040 ","290,338 ",-,"232,232 ","258,616 ",-,"253,636 ","268,365 ",-,"276,569 ","276,569 ",-,"318,205 ","314,566 ",-,"362,524 ","340,176 ",-,"405,768 ","372,005 ",-
,기타서비스업,"1,332,463 ","1,505,494 ",-,"1,201,878 ","1,320,638 ",-,"1,089,114 ","1,188,858 ",-,"1,096,465 ","1,183,784 ",-,"1,180,116 ","1,201,801 ",-,"1,188,972 ","1,188,972 ",-,"1,223,073 ","1,214,270 ",-,"1,286,246 ","1,256,614 ",-,"1,354,136 ","1,293,646 ",-
경상남도,지역내총생산(시장가격),"39,600,326 ","46,836,113 ",78.1 ,"44,186,685 ","50,650,784 ",85.7 ,"48,431,744 ","53,044,897 ",90.0 ,"51,523,449 ","55,818,205 ",95.3 ,"55,267,815 ","57,229,922 ",98.1 ,"58,250,831 ","58,250,831 ",100.0 ,"61,735,084 ","61,548,688 ",105.7 ,"69,157,152 ","64,876,525 ",111.5 ,"74,280,287 ","68,017,756 ",117.9 
,순생산물세,"3,447,060 ","3,617,111 ",-,"3,842,294 ","3,856,394 ",-,"4,626,437 ","4,519,339 ",-,"4,860,161 ","4,774,815 ",-,"4,889,012 ","4,720,746 ",-,"4,600,931 ","4,600,931 ",-,"4,859,683 ","4,813,209 ",-,"5,394,089 ","5,186,968 ",-,"6,413,382 ","5,987,627 ",-
,총부가가치(기초가격),"36,153,266 ","43,219,002 ",-,"40,344,391 ","46,794,390 ",-,"43,805,307 ","48,525,558 ",-,"46,663,288 ","51,043,390 ",-,"50,378,803 ","52,509,176 ",-,"53,649,900 ","53,649,900 ",-,"56,875,401 ","56,735,479 ",-,"63,763,063 ","59,689,557 ",-,"67,866,905 ","62,030,129 ",-
,농림어업,"2,781,923 ","2,702,941 ",-,"3,314,317 ","3,080,579 ",-,"2,934,055 ","2,954,236 ",-,"2,898,903 ","2,690,439 ",-,"3,271,884 ","2,918,636 ",-,"3,112,169 ","3,112,169 ",-,"3,154,857 ","3,041,158 ",-,"3,029,869 ","3,093,611 ",-,"2,981,234 ","3,230,054 ",-
,광업,"81,063 ","81,318 ",-,"92,061 ","98,320 ",-,"105,778 ","106,084 ",-,"131,922 ","113,484 ",-,"143,116 ","130,151 ",-,"137,105 ","137,105 ",-,"121,254 ","132,282 ",-,"122,681 ","125,683 ",-,"131,634 ","115,622 ",-
,제조업,"14,454,734 ","17,874,655 ",-,"15,710,381 ","19,607,208 ",-,"16,896,858 ","19,605,625 ",-,"17,206,828 ","20,691,860 ",-,"19,644,212 ","21,597,291 ",-,"21,813,615 ","21,813,615 ",-,"23,301,011 ","23,726,048 ",-,"27,689,609 ","24,792,068 ",-,"31,125,010 ","26,475,080 ",-
,　기초소재형,"2,986,593 ","4,226,429 ",-,"3,229,554 ","4,394,810 ",-,"3,653,910 ","4,528,149 ",-,"3,527,144 ","4,548,435 ",-,"3,821,959 ","4,575,519 ",-,"4,549,676 ","4,549,676 ",-,"4,470,036 ","4,842,920 ",-,"4,944,477 ","5,153,656 ",-,"5,263,096 ","4,830,438 ",-
,　가공조립형,"10,218,974 ","12,129,538 ",-,"11,460,345 ","13,608,798 ",-,"12,046,675 ","13,403,848 ",-,"12,351,088 ","14,447,804 ",-,"14,321,335 ","15,389,309 ",-,"15,748,162 ","15,748,162 ",-,"17,295,373 ","17,179,031 ",-,"21,104,682 ","17,945,212 ",-,"24,160,423 ","19,954,226 ",-
,　생활관련형,"1,249,167 ","1,518,688 ",-,"1,020,482 ","1,603,600 ",-,"1,196,273 ","1,673,628 ",-,"1,328,596 ","1,695,621 ",-,"1,500,918 ","1,632,463 ",-,"1,515,777 ","1,515,777 ",-,"1,535,602 ","1,704,097 ",-,"1,640,450 ","1,693,200 ",-,"1,701,491 ","1,690,416 ",-
,"전기,가스,증기및수도사업","1,253,012 ","1,138,108 ",-,"1,538,701 ","1,305,516 ",-,"1,956,687 ","1,627,024 ",-,"2,106,312 ","1,829,015 ",-,"1,772,667 ","1,670,006 ",-,"1,658,318 ","1,658,318 ",-,"1,716,281 ","1,698,133 ",-,"1,748,552 ","1,725,519 ",-,"845,525 ","1,743,985 ",-
,건설업,"2,245,553 ","2,836,199 ",-,"2,644,919 ","3,267,726 ",-,"3,122,553 ","3,569,093 ",-,"3,899,542 ","4,117,103 ",-,"4,296,945 ","4,377,676 ",-,"4,139,880 ","4,139,880 ",-,"4,302,132 ","4,238,114 ",-,"4,920,877 ","4,699,324 ",-,"4,799,124 ","4,500,303 ",-
,도매및소매업,"2,134,737 ","2,510,425 ",-,"2,431,424 ","2,767,282 ",-,"2,631,089 ","2,985,756 ",-,"2,683,720 ","2,880,226 ",-,"2,709,364 ","2,750,610 ",-,"2,897,705 ","2,897,705 ",-,"3,029,407 ","3,008,620 ",-,"3,257,379 ","3,195,118 ",-,"3,517,550 ","3,226,944 ",-
,운수업,"1,550,546 ","1,659,701 ",-,"1,575,984 ","1,689,246 ",-,"1,523,762 ","1,559,631 ",-,"1,816,346 ","1,827,264 ",-,"1,616,946 ","1,616,030 ",-,"1,759,798 ","1,759,798 ",-,"1,982,068 ","1,982,877 ",-,"2,155,416 ","2,106,481 ",-,"2,292,135 ","2,265,253 ",-
,숙박및음식점업,"799,905 ","875,571 ",-,"812,837 ","886,116 ",-,"1,030,716 ","1,093,200 ",-,"892,502 ","945,984 ",-,"957,548 ","975,233 ",-,"1,017,825 ","1,017,825 ",-,"1,087,341 ","1,051,508 ",-,"1,173,143 ","1,103,475 ",-,"1,268,942 ","1,123,014 ",-
,정보및통신업,"605,228 ","507,690 ",-,"794,520 ","656,459 ",-,"896,885 ","787,692 ",-,"976,225 ","885,778 ",-,"904,872 ","896,460 ",-,"970,578 ","970,578 ",-,"991,809 ","1,004,583 ",-,"1,004,107 ","1,060,524 ",-,"920,927 ","1,045,379 ",-
,금융및보험업,"1,100,121 ","1,375,873 ",-,"1,357,497 ","1,457,160 ",-,"1,825,581 ","1,876,911 ",-,"1,972,270 ","1,970,193 ",-,"1,933,546 ","2,009,737 ",-,"1,999,837 ","1,999,837 ",-,"1,969,376 ","2,029,565 ",-,"2,186,318 ","2,328,854 ",-,"2,408,368 ","2,437,212 ",-
,부동산업및임대업,"2,344,778 ","2,502,743 ",-,"2,410,897 ","2,572,131 ",-,"2,555,218 ","2,648,726 ",-,"2,695,943 ","2,728,336 ",-,"2,754,979 ","2,759,797 ",-,"2,815,580 ","2,815,580 ",-,"2,925,615 ","2,912,740 ",-,"3,076,080 ","2,972,169 ",-,"3,237,181 ","3,095,608 ",-
,사업서비스업,"616,067 ","846,597 ",-,"617,512 ","801,367 ",-,"619,495 ","771,008 ",-,"800,512 ","903,857 ",-,"900,870 ","947,623 ",-,"1,075,615 ","1,075,615 ",-,"1,153,144 ","1,100,758 ",-,"1,315,141 ","1,197,794 ",-,"1,408,880 ","1,176,923 ",-
,"공공행정,국방및사회보장행정","2,795,126 ","3,776,334 ",-,"3,101,544 ","3,881,773 ",-,"3,433,874 ","3,972,766 ",-,"3,741,839 ","4,096,058 ",-,"4,087,285 ","4,231,375 ",-,"4,500,358 ","4,500,358 ",-,"4,817,933 ","4,684,322 ",-,"5,119,692 ","4,812,657 ",-,"5,459,672 ","4,928,412 ",-
,교육서비스업,"1,713,838 ","2,298,395 ",-,"1,931,432 ","2,423,299 ",-,"2,131,062 ","2,527,011 ",-,"2,458,870 ","2,737,802 ",-,"2,766,533 ","2,917,830 ",-,"2,855,898 ","2,855,898 ",-,"3,092,745 ","2,975,862 ",-,"3,333,243 ","3,049,446 ",-,"3,627,606 ","3,163,183 ",-
